194,47
188,42
181,42.5
177,42.5
182,41
197,48
179,46
176,44
177,42
188,43
164,39
171,43
170,39
180,42
171,44
185,45
179,43
182,44
180,45
178,42
178,43
148,32
197,48
183,43
179,45
198,45
